At. num,Sp. Name,Ion Charge,El. Name,Isoel. Seq.,Ground Shells (a),Ground Level,Ionized Level,Prefix,Ionization Energy (b) (eV),Suffix,Uncertainty (c) (eV),References,
"=""105""","=""Db XXXVII""","=""+36""","=""Dubnium""","=""Tm""","=""[Xe].4f14.5d""","=""2D<3/2>""","=""4f14 1S<0>""","=""(""","=""1207""","="")""","=""5""","=""L8672c99""",
"=""105""","=""Db XXXVIII""","=""+37""","=""Dubnium""","=""Er""","=""[Xe].4f14""","=""1S0""","=""4f14.5p5 2P*<3/2>""","=""""","=""""","=""""","=""""","=""""",
"=""105""","=""Db XXXIX""","=""+38""","=""Dubnium""","=""Ho""","=""[Cd].4f14.5p5""","=""2P*<3/2>""","=""4f14.5p4 3P<2>""","=""""","=""""","=""""","=""""","=""""",
"=""105""","=""Db XL""","=""+39""","=""Dubnium""","=""Dy""","=""[Cd].4f14.5p4""","=""3P<2>""","=""4f14.5p3 2P*<3/2>""","=""""","=""""","=""""","=""""","=""""",
"=""105""","=""Db XLI""","=""+40""","=""Dubnium""","=""Tb""","=""[Cd].4f14.5p3""","=""2P*<3/2>""","=""4f14.5p2 3P<0>""","=""""","=""""","=""""","=""""","=""""",
"=""105""","=""Db XLII""","=""+41""","=""Dubnium""","=""Gd""","=""[Cd].4f14.5p2""","=""3P0""","=""4f14.5p 2P*<1/2>""","=""""","=""""","=""""","=""""","=""""",
"=""105""","=""Db XLIII""","=""+42""","=""Dubnium""","=""Eu""","=""[Cd].4f14.5p""","=""2P*<1/2>""","=""4f14 1S<0>""","=""""","=""""","=""""","=""""","=""""",
"=""105""","=""Db XLIV""","=""+43""","=""Dubnium""","=""Sm""","=""[Cd].4f14""","=""1S0""","=""4f14.5s 2S<1/2>""","=""""","=""""","=""""","=""""","=""""",
"=""105""","=""Db XLV""","=""+44""","=""Dubnium""","=""Pm""","=""[Kr].4d10.4f14.5s""","=""2S<1/2>""","=""4f14 1S<0>""","=""""","=""""","=""""","=""""","=""""",
"=""105""","=""Db XLVI""","=""+45""","=""Dubnium""","=""Nd""","=""[Kr].4d10.4f14""","=""1S0""","=""4f13 2F*<7/2>""","=""""","=""""","=""""","=""""","=""""",
"=""105""","=""Db XLVII""","=""+46""","=""Dubnium""","=""Pr""","=""[Kr].4d10.4f13""","=""2F*<7/2>""","=""4f12""","=""""","=""""","=""""","=""""","=""""",
"=""105""","=""Db XLVIII""","=""+47""","=""Dubnium""","=""Ce""","=""[Kr].4d10.4f12""","=""""","=""4f11 4I*<15/2>""","=""""","=""""","=""""","=""""","=""""",
"=""105""","=""Db XLIX""","=""+48""","=""Dubnium""","=""La""","=""[Kr].4d10.4f11""","=""4I*<15/2>""","=""4f10 5I<8>""","=""""","=""""","=""""","=""""","=""""",
